e,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
955,Jasmin Schuster,Claire Attridge,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,3,NE,10:00,CMA,7,2,1,Oko,Orthasterias koehleri,Rainbow star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Jasmin Schuster,Claire Attridge,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,3,NE,10:00,CMA,7,2,1,Hcr,Hermissenda crassicornis,Opalescent nudibranch,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Jasmin Schuster,Claire Attridge,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,3,NE,10:00,CMA,7,2,1,Ebi,Enophrys bison,Buffalo sculpin,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
958,Jasmin Schuster,Claire Attridge,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,3,NE,10:00,CMA,7,2,1,Hermit,Paguroidea spp.,Unidentified hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Jasmin Schuster,Claire Attridge,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,3,NE,10:00,CMA,7,2,1,Dsa,Diaulula sandiegensis,Ringed doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Jasmin Schuster,Claire Attridge,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,3,NE,10:00,CMA,7,2,1,Phel,Pycnopodia helianthoides,Sunflower star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Jasmin Schuster,Claire Attridge,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,3,NE,10:00,CMA,7,2,1,phel,Pycnopodia helianthoides,Sunflower star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
962,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,1,1,Rni,Rhinogobiops nicholsii,Blackeye goby,48,0,,6,20,22,,,,,,,,,,,,,,,,,,,,,,,,
963,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,1,1,Sma,Sebastes maliger,Quillback rockfish,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
964,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,1,1,Sebastes,Sebastes spp.,,8,0,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,
965,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,1,1,Aha,Artedius harringtoni,Scalyhead sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,9,0,,,,,,2,1,1,3,1,1,,,,,,,,,,,,,,,,,
967,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,1,1,Edo,Enteroctopus dofleini,Giant Pacific octopus,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,1,1,Opi,Oxylebius pictus,Painted greenling,3,0,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
969,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,1,1,Sme,Sebastes melanops,Black rockfish,8,0,,,,,,2,3,3,,,,,,,,,,,,,,,,,,,,
970,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,1,1,Oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
971,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,1,1,Sca,Sebastes caurinus,Copper rockfish,4,0,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,
972,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Hka,Haliotis kamtschatkana,Pinto abalone,126,0,92,27,7,,,,,,,,,,,,,,,,,,,,,,,,,
973,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Dim,Dermasterias imbricata,Leather star,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Phe,Pagurus hemphilli,Maroon hermit,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Das,Diodora aspera,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,172,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Ami,Acmaea mitra,Whitecap limpet,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Sac,Scyra acutifrons,Sharpnose crab,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Pmi,Patiria miniata,Bat star,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Chlamys,Chlamys spp.,Unidentified scallop,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Cgi,Crassadoma gigantea,Purple-hinged rock scallop,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Acal,Apostichopus californicus,Californian sea cucumber,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Etr,Evasterias troschelii,Mottled starfish,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Dod,Doris odhneri,White night doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Rni,Rhinogobiops nicholsii,Blackeye goby,31,0,4,12,10,5,,,,,,,,,,,,,,,,,,,,,,,,
987,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,0,1,Opi,Oxylebius pictus,Painted greenling,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
988,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Dsa,Diaulula sandiegensis,Ringed doris,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Henricia,Henricia spp.,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Pno,Peltodoris nobilis,Noble sea lemon,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Hermit,Paguroidea spp.,Unidentified hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Pgi,Pomaulax gibberosus,Red turban shell,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,2,1,Aha,Artedius harringtoni,Scalyhead sculpin,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
994,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,0,1,Rri,Rhamphocottus richardsonii,Grunt sculpin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,0,1,Hhe,Hemilepidotus hemilepidotus,Red Irish lord,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.83479,-125.14702,14/04/2025,3.5,SW,12:15,EGL,7,0,1,Phel,Pycnopodia helianthoides,Sunflower star,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
997,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,1,1,jzo,Jordania zonope,Longfin sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
999,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,1,1,Smar,Scorpaenichthys marmoratus,Cabezon,1,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1000,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Poc,Pisaster ochraceus,Purple sea star,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Hermit,Paguroidea spp.,Unidentified hermit crab,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,286,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Oko,Orthasterias koehleri,Rainbow star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Pmi,Patiria miniata,Bat star,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Phe,Pagurus hemphilli,Maroon hermit,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Dim,Dermasterias imbricata,Leather star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Ami,Acmaea mitra,Whitecap limpet,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Hka,Haliotis kamtschatkana,Pinto abalone,9,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Pgi,Pomaulax gibberosus,Red turban shell,104,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Pca,Pagurus caurinus,Greenmark hermit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Acal,Apostichopus californicus,Californian sea cucumber,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Hermit,Paguroidea spp.,Unidentified hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Cgi,Crassadoma gigantea,Purple-hinged rock scallop,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1015,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Das,Diodora aspera,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1018,Jasmin Schuster,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,3,SE,10:25,JMS,6.5,2,1,Spur,Strongylocentrotus purpuratus,Purple sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,1,1,Rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,1,1,Smar,Scorpaenichthys marmoratus,Cabezon,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1021,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,1,1,Sma,Sebastes maliger,Quillback rockfish,3,0,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,
1022,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,10,0,,,,,1,1,,1,3,3,1,,,,,,,,,,,,,,,,,
1023,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,1,1,Sca,Sebastes caurinus,Copper rockfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1024,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,469,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Acal,Apostichopus californicus,Californian sea cucumber,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Hermit,Paguroidea spp.,Unidentified hermit crab,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Pgi,Pomaulax gibberosus,Red turban shell,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Phe,Pagurus hemphilli,Maroon hermit,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Hka,Haliotis kamtschatkana,Pinto abalone,5,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Ami,Acmaea mitra,Whitecap limpet,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Gor,Glebocarcinus oregonensis,Pygmy rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Dim,Dermasterias imbricata,Leather star,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Cgi,Crassadoma gigantea,Purple-hinged rock scallop,11,0,,1,6,3,1,,,,,,,,,,,,,,,,,,,,,,,
1034,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Hcr,Hermissenda crassicornis,Opalescent nudibranch,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Prud,Pachycheles rudis,Thickclaw porcelain crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Etr,Evasterias troschelii,Mottled starfish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Pmi,Patiria miniata,Bat star,117,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Sac,Scyra acutifrons,Sharpnose crab,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Spur,Strongylocentrotus purpuratus,Purple sea urchin,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Chlamys,Chlamys spp.,Unidentified scallop,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Das,Diodora aspera,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Jzo,Jordania zonope,Longfin sculpin,3,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Poc,Pisaster ochraceus,Purple sea star,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Nla,Nucella lamellosa,Frilled dogwinkle,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Oko,Orthasterias koehleri,Rainbow star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Sma,Scorpaenichthys marmoratus,Cabezon,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1047,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,2,1,Sfo,Stylasterias forreri,Velcro seastar,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,3.5,SW,13:00,CMA,7,0,1,Oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,
1049,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,18,0,,6,9,3,,,,,,,,,,,,,,,,,,,,,,,,
1050,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,1,1,sca,Sebastes caurinus,Copper rockfish,2,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
1051,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,1,1,sma,Sebastes maliger,Quillback rockfish,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,1,1,sebastes,Sebastes spp.,,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,5,0,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
1054,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,347,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Pmi,Patiria miniata,Bat star,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Sac,Scyra acutifrons,Sharpnose crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Ami,Acmaea mitra,Whitecap limpet,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Etr,Evasterias troschelii,Mottled starfish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Dim,Dermasterias imbricata,Leather star,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
