FID,survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5af8,923402376,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC32,Less Dangerous Bay,48.88,-125.09,2023-06-13,3.2,RLS,3,8:56:00,,,2,1,Mollusca,Gastropoda,,Turbinidae,Pomaulax gibberosus,Pomaulax gibberosus,0,3,,POINT (-125.08999633789062 48.880001068115234)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5af7,923402376,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC32,Less Dangerous Bay,48.88,-125.09,2023-06-13,3.2,RLS,3,8:56:00,,,2,2,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer productus,Cancer productus,0,6,,POINT (-125.08999633789062 48.880001068115234)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5af6,923402376,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC32,Less Dangerous Bay,48.88,-125.09,2023-06-13,3.2,RLS,3,8:56:00,,,2,2,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia gracilis,Pugettia gracilis,0,1,,POINT (-125.08999633789062 48.880001068115234)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5af5,923402376,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC32,Less Dangerous Bay,48.88,-125.09,2023-06-13,3.2,RLS,3,8:56:00,,,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias troschelii,Evasterias troschelii,0,3,,POINT (-125.08999633789062 48.880001068115234)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5af4,923402376,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC32,Less Dangerous Bay,48.88,-125.09,2023-06-13,3.2,RLS,3,8:56:00,,,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias koehleri,Orthasterias koehleri,0,1,,POINT (-125.08999633789062 48.880001068115234)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5af3,923402376,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC32,Less Dangerous Bay,48.88,-125.09,2023-06-13,3.2,RLS,3,8:56:00,,,2,2,Echinodermata,Asteroidea,Forcipulatida,Pycnopodiidae,Pycnopodia helianthoides,Pycnopodia helianthoides,7.5,1,,POINT (-125.08999633789062 48.880001068115234)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5af2,923402376,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC32,Less Dangerous Bay,48.88,-125.09,2023-06-13,3.2,RLS,3,8:56:00,,,2,2,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Patiria miniata,Patiria miniata,0,40,,POINT (-125.08999633789062 48.880001068115234)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5af1,923402376,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC32,Less Dangerous Bay,48.88,-125.09,2023-06-13,3.2,RLS,3,8:56:00,,,2,2,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias imbricata,Dermasterias imbricata,0,5,,POINT (-125.08999633789062 48.880001068115234)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5af0,923402376,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC32,Less Dangerous Bay,48.88,-125.09,2023-06-13,3.2,RLS,3,8:56:00,,,2,2,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus franciscanus,Mesocentrotus franciscanus,0,4,,POINT (-125.08999633789062 48.880001068115234)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5aef,923402376,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC32,Less Dangerous Bay,48.88,-125.09,2023-06-13,3.2,RLS,3,8:56:00,,,2,2,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus californicus,Apostichopus californicus,0,3,,POINT (-125.08999633789062 48.880001068115234)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5aee,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,1,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia producta,Pugettia producta,0,7,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5aed,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias troschelii,Evasterias troschelii,0,2,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5aec,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias koehleri,Orthasterias koehleri,0,3,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5aeb,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,1,Echinodermata,Asteroidea,Forcipulatida,Pycnopodiidae,Pycnopodia helianthoides,Pycnopodia helianthoides,2.5,4,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5aea,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,1,Echinodermata,Asteroidea,Forcipulatida,Pycnopodiidae,Pycnopodia helianthoides,Pycnopodia helianthoides,5,1,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ae9,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,1,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Patiria miniata,Patiria miniata,0,5,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ae8,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,2,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia producta,Pugettia producta,0,2,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ae7,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias troschelii,Evasterias troschelii,0,8,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ae6,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias koehleri,Orthasterias koehleri,0,12,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ae5,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,2,Echinodermata,Asteroidea,Forcipulatida,Pycnopodiidae,Pycnopodia helianthoides,Pycnopodia helianthoides,2.5,5,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ae4,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,2,Echinodermata,Asteroidea,Forcipulatida,Pycnopodiidae,Pycnopodia helianthoides,Pycnopodia helianthoides,5,2,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ae3,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,2,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Patiria miniata,Patiria miniata,0,9,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ae2,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,2,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias imbricata,Dermasterias imbricata,0,3,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ae1,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,2,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,5,1,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ae0,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,2,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,7.5,1,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5adf,923402377,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMKC1,Dixon Bay 2,48.85,-125.12,2023-05-29,6,RLS,2,7:40:00,,,2,2,Mollusca,Gastropoda,,Turbinidae,Pomaulax gibberosus,Pomaulax gibberosus,0,7,,POINT (-125.12000274658203 48.849998474121094)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ade,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia gracilis,Pugettia gracilis,0,1,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5add,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Oregonia gracilis,Oregonia gracilis,0,6,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5adc,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias troschelii,Evasterias troschelii,0,3,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5adb,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias koehleri,Orthasterias koehleri,0,5,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ada,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster ochraceus,Pisaster ochraceus,0,1,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ad9,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Echinodermata,Asteroidea,Forcipulatida,Pycnopodiidae,Pycnopodia helianthoides,Pycnopodia helianthoides,2.5,3,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ad8,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Patiria miniata,Patiria miniata,0,44,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ad7,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias imbricata,Dermasterias imbricata,0,8,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ad6,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus franciscanus,Mesocentrotus franciscanus,0,39,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ad5,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis,0,1,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ad4,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus purpuratus,Strongylocentrotus purpuratus,0,4,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ad3,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus californicus,Apostichopus californicus,0,10,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ad2,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma foliatum,Ceratostoma foliatum,0,3,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ad1,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,5,4,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ad0,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,7.5,7,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5acf,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,10,9,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ace,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,12.5,4,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5acd,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Mollusca,Gastropoda,,Fissurellidae,Diodora aspera,Diodora aspera,0,7,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5acc,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,2,Mollusca,Gastropoda,,Turbinidae,Pomaulax gibberosus,Pomaulax gibberosus,0,15,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5acb,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer productus,Cancer productus,0,1,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5aca,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia gracilis,Pugettia gracilis,0,6,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ac9,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias troschelii,Evasterias troschelii,0,3,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ac8,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias koehleri,Orthasterias koehleri,0,3,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ac7,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Patiria miniata,Patiria miniata,0,48,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ac6,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia spp.,Henricia spp.,0,1,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ac5,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias imbricata,Dermasterias imbricata,0,6,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ac4,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus franciscanus,Mesocentrotus franciscanus,0,87,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ac3,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus californicus,Apostichopus californicus,0,17,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ac2,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,7.5,2,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ac1,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,10,2,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5ac0,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma foliatum,Ceratostoma foliatum,0,3,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5abf,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,2.5,8,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5abe,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,5,5,,POINT (-125.16 48.87)
ep_m2_inverts_public_data.fid-325e78ce_19fbfcf9ac6_-5abd,923402378,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver Island,BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-06-14,2.7,RLS,4,10:14:00,48.87,-125.16,2,1,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,7.5,7,,POINT (-125.16 48.87)
